PUMFID,CS_05A,CS_05B,CS_05C,CS_05D,CS_05E,CS_05F,CS_05G,CS_05H,CS_05I,CS_05J,CS_05K,CS_05L,CS_05M,CS_05N,CS_10A,CS_10B,CS_10C,CS_10D,CS_10EF,CS_10G,CS_15A,CS_15B,CS_15C,CS_15D,CS_15G,CS_15H,CS_15J,CS_15K,CS_15L,CS_15EFI,PCS_20A,PCS_20B,PCS_20C,PCS_20D,PCS_20E,CS_25A,CS_25B,CS_25C,CS_25D,CS_25E,CS_25F,CS_25G,CS_25H,CS_25I,CS_25J,CS_30AA,CS_30AB,CS_30AC,CS_30AD,CS_30AE,CS_30BA,CS_30BB,CS_30BC,CS_30BD,CS_30BE,CS_30CA,CS_30CB,CS_30CC,CS_30CD,CS_30CE,CS_30DA,CS_30DB,CS_30DC,CS_30DD,CS_30DE,CS_30EA,CS_30EB,CS_30EC,CS_30ED,CS_30EE,CS_30FA,CS_30FB,CS_30FC,CS_30FD,CS_30FE,CS_30GA,CS_30GB,CS_30GC,CS_30GD,CS_30GE,CS_30HA,CS_30HB,CS_30HC,CS_30HD,CS_30HE,CS_30IA,CS_30IB,CS_30IC,CS_30ID,CS_30IE,CS_30JA,CS_30JB,CS_30JC,CS_30JD,CS_30JE,CS_35A,CS_35B,CS_35C,CS_35D,CS_35E,CS_40A,CS_40B,CS_40C,CS_40D,CS_40E,CS_40F,CS_40G,CS_40H,CS_40I,CS_40J,CS_40K,PCS_45A,PCS_45B,PCS_45C,PCS_45D,PCS_45E,PCS_45F,PCS_45G,PCS_45H,CPD_05A,CPD_05B,CPD_05C,CPD_05D,CPD_05E,CPD_05F,CPD_10A,CPD_10B,CPD_10C,CPD_10D,CPD_10E,CPD_10F,CPD_10G,CPD_10H,CPD_10I,CPD_10JC,CPD_10K,CPD_10L,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,PDWELCDC,PEDUC_LC,RURURB,PERS_WGT,VERDATE
6071,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,3,2,2,2,1,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,2,2,2,2,2,2,2,4,1,1,3,4,1,2,4,2,3,2,3,1,2,4,1,1,1,1,1,2,1,5991.0132,18/12/2020
6072,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,6,6,6,6,6,2,1,1,2,2,2,1,1,2,2,6,6,6,6,6,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,1,2,3,2,3,1,2,3,2,1,1,1,3,7,2,17852.3445,18/12/2020
6073,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,4,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,2,4,2,2,3,4,2,2,4,4,3,2,3,3,1,5,1,1,0,3,2,6,2,5943.3458,18/12/2020
6074,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,4,4,4,4,1,2,2,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,9,2,1,9,2,4,4,3,4,1,2,5,1,1,0,3,4,4,2,5593.4741,18/12/2020
6075,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,4,4,1,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,6,1,1,0,1,4,4,1,5341.8862,18/12/2020
6076,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,4,2,4,2,4,4,3,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,1,3,1,4,2,4,4,4,4,4,2,1,4,4,4,2,3,1,1,6,1,1,0,3,1,4,1,2582.6398,18/12/2020
6077,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,9,1,9,9,9,9,9,9,9,1,2,2,2,2,9,9,9,9,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,4,1,4,1,1,3,1,1,2,4,4,3,2,3,1,2,6,1,2,0,1,1,3,2,2753.6739,18/12/2020
6078,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,2,1,4,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,1,1,2,1,4,2,2,2,3,2,4,4,4,4,3,4,2,2,5,1,2,0,1,4,4,1,2293.198,18/12/2020
6079,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,2,2,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1,1,2,2,1,4,4,2,4,2,1,2,4,1,4,4,3,4,3,4,2,2,6,1,2,0,1,1,6,2,1391.4961,18/12/2020
6080,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,2,3,3,3,3,1,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,1,2,2,2,2,3,3,3,3,2,2,2,3,2,2,4,4,2,1,4,2,2,6,2,1,0,1,4,4,2,10124.1145,18/12/2020
6081,1,2,1,2,1,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,4,4,1,4,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,6,6,6,6,6,6,6,6,6,6,1,2,1,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,2,4,4,4,2,4,2,2,2,2,2,2,2,2,2,1,9,9,2,6,1,1,0,1,2,2,2,9474.4627,18/12/2020
6082,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,2,4,2,2,3,4,2,2,4,4,4,2,4,2,2,6,2,1,0,2,1,2,2,13573.834,18/12/2020
6083,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,4,4,4,4,4,4,1,3,4,4,4,4,1,4,3,2,4,2,1,5,2,2,0,3,2,6,2,3410.3982,18/12/2020
6084,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,1,4,4,1,1,1,1,4,4,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,4,9,4,1,4,4,4,4,4,4,4,4,4,4,3,4,1,2,5,1,2,0,1,1,4,2,1781.6868,18/12/2020
6085,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,6,6,6,6,6,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,6,6,6,6,6,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,4,2,1,1,1,1,4,1,1,1,1,3,3,4,1,2,3,1,2,1,1,1,6,1,1182.0555,18/12/2020
6086,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,1,4,4,1,2,4,4,4,3,4,2,3,4,1,2,1,1,1,2,1,10801.1211,18/12/2020
6087,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,3,1,1,2,1,2,2,1,2,1,2,5,1,1,1,1,1,2,2,5483.9809,18/12/2020
6088,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,4,4,4,4,4,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,1,1,2,4,1,1,3,4,2,1,4,4,4,3,4,2,3,4,1,2,1,1,1,4,2,3485.7898,18/12/2020
6089,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,1,4,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,3,2,1,0,1,1,6,2,2965.418,18/12/2020
6090,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,4,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,6,6,6,6,6,6,6,6,6,6,1,2,2,2,1,6,6,6,6,6,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,1,1,2,1,1,1,4,1,1,2,2,1,4,1,1,4,4,3,2,3,2,2,5,1,2,0,1,1,6,1,920.8981,18/12/2020
6091,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,4,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,3,4,2,2,6,1,1,0,1,1,2,2,5023.0966,18/12/2020
6092,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,4,2,4,4,2,2,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,1,7,1,2,0,3,2,2,2,7457.873,18/12/2020
6093,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,4,2,2,4,2,2,4,4,2,4,4,4,4,3,4,2,1,5,1,1,0,3,1,6,2,336.2814,18/12/2020
6094,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,3,3,1,2,1,1,3,2,3,2,2,4,1,2,1,1,1,4,2,11791.5286,18/12/2020
6095,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,4,4,4,4,2,2,3,4,4,4,4,4,4,3,4,4,2,5,1,2,0,1,2,6,2,6282.7526,18/12/2020
6096,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,2,3,1,1,2,1,3,2,3,1,2,2,1,2,1,1,1,4,2,11024.3954,18/12/2020
6097,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,4,4,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,4,1,1,2,4,2,4,4,4,3,2,3,2,1,6,1,2,0,3,3,2,2,7705.6471,18/12/2020
6098,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,9,9,9,9,9,2,2,4,4,4,4,4,4,4,3,4,2,2,6,1,1,0,1,1,7,2,4493.8996,18/12/2020
6099,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,6,1,2,0,1,1,3,1,3119.7858,18/12/2020
6100,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,0,1,2,2,2,12597.3934,18/12/2020
6101,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,4,2,1,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,4,4,4,2,4,2,2,2,4,4,2,4,4,4,3,4,2,2,7,1,1,0,1,3,3,2,1642.3439,18/12/2020
6102,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,4,2,4,2,2,4,4,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,2,4,4,4,4,4,4,4,1,4,2,2,6,1,2,0,1,1,2,1,10057.4129,18/12/2020
6103,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,4,4,4,4,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,4,4,2,4,2,2,4,4,2,4,4,4,3,2,4,2,2,4,1,2,0,1,1,2,1,1401.5478,18/12/2020
6104,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,0,4,2,6,2,1501.7164,18/12/2020
6105,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,4,2,1,1,2,2,1,1,2,1,2,3,2,3,1,4,4,1,2,0,1,1,6,2,2295.8749,18/12/2020
6106,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,3,4,1,1,1,3,3,2,4,1,3,3,1,1,1,1,1,7,2,3157.1386,18/12/2020
6107,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,3,1,1,2,2,3,2,3,1,1,5,1,1,0,4,3,6,2,5124.4949,18/12/2020
6108,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,3,1,2,1,5,1,1,0,4,2,7,2,7481.2945,18/12/2020
6109,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,1,1,1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,4,4,1,4,2,1,3,1,1,4,4,4,4,2,4,1,2,3,1,2,1,1,1,6,1,3194.2063,18/12/2020
6110,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,4,4,9,4,2,2,4,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,2,2,2,1,4,2,4,2,4,4,4,4,4,2,4,4,4,4,3,4,2,1,6,1,2,0,3,1,4,2,890.3063,18/12/2020
6111,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,9,9,1,9,1,1,2,1,1,4,4,4,4,3,3,1,4,5,1,1,0,1,1,3,2,25843.9228,18/12/2020
6112,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,2,1,1,4,4,1,4,1,1,4,4,4,4,4,4,4,3,4,1,2,6,2,2,0,1,3,4,2,3400.3856,18/12/2020
