PUMFID,Audio_Streaming,Video_Streaming,HouseholdSize,Age,Martial.Status,Education.Level,Sex,Residence.Area,Precaution,Edu_Services,Reported,Incident,Inform_Services,Loss,OnlineShopping,Social_Media_Use,WFH
6220,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,Yes,Yes,Same,No,Yes,Same,Yes
6221,Increase,Increase,4,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,Yes
6222,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Not Applicable,No,Yes,Same,No
6224,Same,Same,2,55 to 64 years old,Living common-law,University certificate or diploma below the bachelor’s level,Female,Rural,More,Not Applicable,No,No,Increase,No,No,Increase,No
6225,Same,Same,1,75 years and older,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,No,Same,No,No,Same,No
6226,Not Applicable,Not Applicable,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,No,No,Not Applicable,No,Yes,Increase,No
6227,Same,Increase,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6228,Same,Same,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,Yes,Yes,Same,No,Yes,Same,Yes
6230,Same,Increase,2,25 to 34 years old,Married,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
6231,Not Applicable,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,Yes,Yes,Same,No,Yes,Increase,Yes
6232,Same,Same,2,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6233,Increase,Increase,4+,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
6234,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
6235,Same,Same,1,45 to 54 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6236,Increase,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Increase,Yes
6237,Same,Increase,1,45 to 54 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,Yes,Yes,Same,No,Yes,Increase,Yes
6238,Increase,Increase,2,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,Yes,Increase,Yes,Yes,Increase,Yes
6239,Increase,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Increase,No,Yes,Same,Yes
6240,Increase,Increase,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,Yes,Yes,Increase,No,Yes,Increase,No
6241,Increase,Increase,1,45 to 54 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
6242,Increase,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6243,Increase,Increase,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
6244,Not Applicable,Not Applicable,2,75 years and older,Married,"University certificate, diploma, degree above the BA level",Male,Rural,Not More,Not Applicable,No,Yes,Same,Yes,Yes,Same,Yes
6245,Same,Same,1,35 to 44 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6246,Increase,Increase,4,55 to 64 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,Yes,Increase,Yes,Yes,Increase,Yes
6247,Same,Same,1,45 to 54 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6248,Increase,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
6249,Not Applicable,Same,2,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Rural,More,Same,No,No,Increase,No,Yes,Same,Yes
6250,Same,Increase,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6251,Same,Same,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Same,No,No,Same,No,Yes,Increase,Yes
6252,Same,Increase,4,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,More,Same,No,No,Increase,No,Yes,Same,No
6253,Not Applicable,Not Applicable,2,65 to 74 years old,Married,Trade certificate or diploma,Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6254,Same,Same,2,35 to 44 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Decrease,No
6255,Same,Same,1,45 to 54 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
6256,Same,Same,1,35 to 44 years old,Single/Never married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Same,No,No,Increase,No
6257,Decrease,Decrease,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Not Applicable,No,Yes,Same,No,Yes,Decrease,No
6258,Same,Same,3,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
6259,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
6260,Not Applicable,Same,2,55 to 64 years old,Married,Trade certificate or diploma,Female,Urban,More,Not Applicable,No,No,Not Applicable,No,Yes,Increase,Yes
6261,Not Applicable,Same,2,25 to 34 years old,Living common-law,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,No,Increase,No,Yes,Not Applicable,Yes
6262,Same,Same,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,Yes,Yes,Increase,Yes,Yes,Increase,Yes
6263,Same,Same,2,45 to 54 years old,Living common-law,High school diploma or a high school equivalency certificate,Female,Urban,More,Same,No,No,Same,No,Yes,Same,Yes
6265,Same,Not Applicable,2,35 to 44 years old,Living common-law,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
6266,Increase,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,No,Yes,Increase,No,Yes,Increase,No
6267,Not Applicable,Not Applicable,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6268,Not Applicable,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6269,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
6270,Increase,Increase,1,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
6271,Increase,Increase,1,15 to 24 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Increase,No,Yes,Same,No,Yes,Increase,No
6272,Same,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,Not More,Increase,No,No,Same,No,Yes,Same,No
6274,Increase,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
6275,Not Applicable,Increase,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Same,No
6276,Increase,Increase,2,15 to 24 years old,Single/Never married,Trade certificate or diploma,Male,Urban,Not More,Same,No,No,Increase,No,Yes,Same,No
6277,Same,Increase,2,25 to 34 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6278,Same,Same,2,45 to 54 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6279,Same,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Female,Urban,More,Increase,No,No,Same,No,Yes,Same,No
6280,Increase,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Increase,No,Yes,Same,Yes
6282,Increase,Increase,3,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Female,Rural,More,Same,No,Yes,Increase,No,Yes,Increase,Yes
6283,Same,Same,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6284,Increase,Increase,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,More,Same,No,No,Increase,No,Yes,Same,Yes
6285,Same,Same,3,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6286,Same,Same,2,35 to 44 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
6287,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
6288,Same,Increase,2,55 to 64 years old,Living common-law,University certificate or diploma below the bachelor’s level,Female,Rural,More,Same,No,Yes,Increase,No,Yes,Increase,Yes
6289,Not Applicable,Not Applicable,2,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6290,Not Applicable,Increase,3,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6291,Increase,Increase,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,Yes,Yes,Increase,Yes,Yes,Increase,Yes
6292,Same,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
6294,Same,Same,4,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Female,Rural,Not More,Same,No,No,Same,No,Yes,Same,No
6295,Not Applicable,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6296,Not Applicable,Same,2,75 years and older,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6297,Increase,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Increase,No,No,Increase,No,Yes,Increase,Yes
6298,Not Applicable,Not Applicable,2,55 to 64 years old,Married,Trade certificate or diploma,Male,Rural,More,Not Applicable,Yes,Yes,Same,No,Yes,Not Applicable,No
6299,Same,Increase,3,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,No
6302,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,Yes,Not Applicable,No,Yes,Not Applicable,No
6303,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Same,No,No,Increase,No
6304,Increase,Increase,1,35 to 44 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Increase,Yes,Yes,Increase,No,Yes,Increase,Yes
6306,Not Applicable,Same,1,75 years and older,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Same,No
6307,Same,Increase,3,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6308,Not Applicable,Same,1,75 years and older,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6309,Same,Same,2,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,No,Same,No
6310,Same,Increase,2,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Increase,No,Yes,Increase,No,Yes,Same,Yes
6311,Not Applicable,Not Applicable,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
6312,Not Applicable,Same,2,75 years and older,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,No,Not Applicable,No
6313,Increase,Increase,2,25 to 34 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,Yes,Yes,Same,Yes,Yes,Increase,Yes
6314,Same,Same,1,35 to 44 years old,Single/Never married,Trade certificate or diploma,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
6315,Same,Increase,4,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,More,Same,No,Yes,Increase,No,No,Increase,No
6316,Not Applicable,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,Yes,Yes,Increase,Yes,No,Increase,Yes
6317,Increase,Increase,1,45 to 54 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
6318,Not Applicable,Not Applicable,2,75 years and older,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Decrease,No,No,Same,No,No,Not Applicable,No
6319,Same,Increase,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Male,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
6320,Not Applicable,Not Applicable,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
6321,Increase,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
6322,Not Applicable,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Increase,Yes,Yes,Increase,Yes,Yes,Increase,Yes
6323,Same,Same,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,No,No,Same,No,Yes,Same,No
6324,Same,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,More,Not Applicable,No,No,Increase,No,No,Not Applicable,Yes
6325,Same,Same,2,45 to 54 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Not Applicable,Yes
